Dis No,Year,Seq,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damages Adj
2017-0446-IRQ,2017,446,Geophysical,Earthquake,Ground movement,Iraq,IRQ,Western Asia,Asia,"Sulaymaniyah governorate areas, Kalar, Darbandikhan, Khanaqin and Halabja, Sulaymaniyah, Erbil",,,7,Richter,34.91,45.96,2017,11,12,2017,11,12,10,5969,0
2017-0443-KOR,2017,443,Geophysical,Earthquake,Ground movement,Korea (the Republic of),KOR,Eastern Asia,Asia,"Near Pohang, Gyeongsangbuk-do province",,,5,Richter,36.06,129.27,2017,11,15,2017,11,15,0,5057,0
2017-0050-PHL,2017,50,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao Del Norte district (Region XIII (Caraga) province),,,7,Richter,9.91,125.45,2017,2,10,2017,2,10,8,16857,16684
2017-0247-PHL,2017,247,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Kananga (Leyte Isl), Ormoc City, Carigara",,,7,Richter,11.11,124.62,2017,7,6,2017,7,6,3,16500,5210
2018-0352-IDN,2018,352,Geophysical,Earthquake,Tsunami,Indonesia,IDN,South-Eastern Asia,Asia,"Dongalla, Sigi (dongalla), Parigi Moutong, Palu, Poso, Mamuju Utara (Celebas Isl., Central Sulawesi)",,Tsunami/Tidal wave,8,Richter,-0.26,119.85,2018,9,28,2018,9,28,4140,2000000,1689917
2018-0055-PNG,2018,55,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,Southern Highlandsand Hela provinces,,"Slide (land, mud, snow, rock)",8,Richter,-6.15,142.77,2018,2,26,2018,2,26,145,544300,71093
2018-0257-IDN,2018,257,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Lombok, sumbawa",,Tsunami/Tidal wave,7,Richter,-8.29,116.45,2018,8,5,2018,8,5,564,516927,920713
2018-0360-HTI,2018,360,Geophysical,Earthquake,Ground movement,Haiti,HTI,Caribbean,Americas,"Port-de-Paix, Gros-Morne, Saint-Louis-du-Nor",,,6,Richter,20.03,-73.01,2018,10,6,2018,10,6,17,39336,0
2018-0031-IDN,2018,31,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)",,,6,Richter,-7.2,105.92,2018,1,23,2018,1,23,1,13811,93237
2018-0254-IDN,2018,254,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)",,,6,Richter,-8.27,116.49,2018,7,29,2018,7,29,14,102852,33798
2018-0302-IDN,2018,302,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl.,,,7,Richter,-8.32,116.58,2018,8,19,2018,8,19,10,779,5827
2018-0281-IRN,2018,281,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Tazeh Abad district (Kermanshah),,,6,Richter,34.65,46.18,2018,7,22,2018,7,22,0,5042,11655
2018-0310-IRN,2018,310,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Near Javanroud (Kermanshah province),,,6,Richter,34.66,46.28,2018,8,26,2018,8,26,2,13255,0
2018-0426-IRN,2018,426,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sarpol-e Zahab (Kermanshah province),,,6,Richter,34.3,45.74,2018,11,25,2018,11,25,0,716,11655
2018-0183-JPN,2018,183,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Hyogo, Kyoto, Nara, Osaka Prefectures",,,6,Richter,34.83,135.64,2018,6,18,2018,6,18,5,20715,3787745
2018-0315-MEX,2018,315,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Oaxaca,,,7,Richter,16.65,-97.65,2018,2,16,2018,2,16,0,3004,0
2018-0011-PER,2018,11,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Yauca, Quicaca, Acari, Jaqui, Lomas districts (Caraveli Province), Rio Grande district (Condesuyos province) (Arequipa department), Sancos district, Lucanas, Pullo district, Parinacochas, Paucar del Sara Sara provinces (Ayacucho department), Nazca district (Nazca province-Ica department)",,,7,Richter,-15.76,74.71,2018,1,14,2018,1,14,2,9319,0
2018-0316-PNG,2018,316,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,South Highlands,,,0,Richter,-6.31,142.62,2018,3,5,2018,3,5,11,0,0
2018-0317-PNG,2018,317,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,Hela (South Highlands),,,7,Richter,-6.29,142.61,2018,3,7,2018,3,7,25,0,0
2019-0322-JPN,2019,322,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)",,"Slide (land, mud, snow, rock)",6,Richter,38.64,139.48,2019,6,18,2019,6,18,0,460,0
2019-0334-IDN,2019,334,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku Province,,Tsunami/Tidal wave,7,Richter,-0.59,128.03,2019,7,14,2019,7,14,8,11804,0
2019-0085-IDN,2019,85,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra province,,,5,Richter,-1.3,101.6,2019,2,28,2019,2,28,0,1763,0
2019-0109-IDN,2019,109,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),,,6,Richter,-8.42,116.52,2019,3,17,2019,3,17,9,1295,0
2019-0299-IRN,2019,299,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Masjed Soleyman City (Khuzestan Province),,,6,Richter,31.78,49.54,2019,7,8,2019,7,8,1,2100,0
2019-0243-PER,2019,243,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Libertad, Loreto, Cajamarca, San Martin departments",,,8,Richter,-5.81,-75.27,2019,5,26,2019,5,26,2,4272,0
2019-0162-PHL,2019,162,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,Castillejos (Zambales),,,6,Richter,14.99,120.35,2019,4,22,2019,4,22,25,15555,57236
2019-0271-PNG,2019,271,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,"New Ireland, New Britain, Duke of York Islands",,,8,Richter,-4.05,152.6,2019,5,14,2019,5,14,0,651,0
1902-0014-CHN,1902,14,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"XINJIANG, TURKESTAN",,,8,Richter,39.88,76.2,1902,8,22,1902,8,22,2500,0,0
1905-0008-ALB,1905,8,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,Shkoder,,,7,Richter,42.1,19.6,1905,6,1,1905,6,1,120,0,773478
1905-0010-CHN,1905,10,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan province,,,5,Richter,29.3,104.8,1905,11,8,1905,11,8,0,0,0
1906-0029-CHN,1906,29,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Xinjiang province,,,8,Richter,43.5,85.5,1906,12,23,1906,12,23,280,10000,0
1909-0020-CHN,1909,20,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,7,Richter,24.4,103.0,1909,5,11,1909,5,11,21,0,0
1910-0024-CRI,1910,24,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,"Cartago, San Jose",,,0,Richter,10.0,-84.0,1910,5,4,1910,5,4,700,0,0
1913-0028-CHN,1913,28,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,7,Richter,24.15,102.45,1913,12,21,1913,12,21,942,112,0
1915-0014-CHN,1915,14,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,,,,7,Richter,29.5,91.5,1915,12,3,1915,12,3,170,0,0
1920-0018-ALB,1920,18,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,"Tepelen, Dragoti, Peshtani, Maricaj",,,6,Richter,40.2,20.0,1920,11,26,1920,11,26,200,0,0
1920-0019-ARG,1920,19,Geophysical,Earthquake,Ground movement,Argentina,ARG,South America,Americas,Mendoza,,,6,Richter,-32.7,-68.4,1920,12,17,1920,12,17,400,0,0
1923-0027-COL,1923,27,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,Ipiales,,,5,Richter,1.0,-77.5,1923,12,14,1923,12,14,300,0,0
1924-0010-CHN,1924,10,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Xinjiang,,,7,Richter,36.98,164.0,1924,7,3,1924,7,3,100,0,0
1925-0014-CHN,1925,14,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,6,Richter,27.0,100.0,1925,10,15,1925,10,15,12,1500,0
1930-0034-ALB,1930,34,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,"Vlore, Himare, Kuc",,,6,Richter,40.5,19.5,1930,11,21,1930,11,21,35,3048,0
1930-0035-ALB,1930,35,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,"Vlore, Tepelene",,,5,Richter,40.3,19.6,1930,12,2,1930,12,2,25,0,0
1930-0029-CHN,1930,29,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,6,Richter,26.8,103.0,1930,5,14,1930,5,14,42,0,0
1930-0031-CHN,1930,31,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan province,,,6,Richter,30.0,100.0,1930,8,24,1930,8,24,200,0,0
1931-0018-ALB,1931,18,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,Korce,,,6,Richter,40.6,20.8,1931,1,28,1931,1,28,90,0,0
1931-0019-ARM,1931,19,Geophysical,Earthquake,Ground movement,Armenia,ARM,Western Asia,Asia,"Zangezur, Nakhitchevan",,,6,Richter,39.2,46.0,1931,4,27,1931,4,27,2890,0,0
1931-0020-CHN,1931,20,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Xinjiang Weiwuer Zizhiqu province,,,8,Richter,46.82,89.92,1931,8,11,1931,8,11,10000,0,0
1933-0026-CHN,1933,26,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan province,,,5,Richter,29.5,102.5,1933,9,20,1933,9,20,200,150,0
1935-0032-CHN,1935,32,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan province,,,6,Richter,28.7,103.6,1935,12,18,1935,12,18,100,0,0
1936-0027-CHN,1936,27,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Gansu province,,,7,Richter,35.4,103.4,1936,2,7,1936,2,7,0,48250,0
1936-0030-CHN,1936,30,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Gansu province,,,6,Richter,34.2,105.7,1936,8,1,1936,8,1,115,22326,0
1936-0032-CHN,1936,32,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,6,Richter,26.6,103.0,1936,8,17,1936,8,17,30,0,0
1936-0026-COL,1936,26,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,,,,7,Richter,1.1,-77.6,1936,1,9,1936,1,9,0,0,0
1936-0031-COL,1936,31,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,Pasto,,,0,Richter,1.2,-77.3,1936,8,14,1936,8,14,18,0,0
1937-0023-CHN,1937,23,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Shandong province,,,0,Richter,35.26,115.18,1937,8,1,1937,8,1,390,0,0
1940-0032-CHN,1940,32,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,6,Richter,23.9,102.3,1940,4,6,1940,4,6,181,58255,0
1940-0034-CHN,1940,34,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Liaoning province,,,6,Richter,40.2,122.0,1940,8,5,1940,8,5,0,5950,0
1941-0031-CHN,1941,31,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Heilongjiang province,,,6,Richter,47.0,127.2,1941,5,6,1941,5,6,132,31808,0
1941-0033-CHN,1941,33,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichan province,,,6,Richter,31.7,102.3,1941,10,8,1941,10,8,15,360,0
1942-0042-ALB,1942,42,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,"Peshkopia, Magellare",,,6,Richter,41.7,20.4,1942,8,27,1942,8,27,43,110,0
1942-0038-CHN,1942,38,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Simao (Yunnan province),,,7,Richter,23.1,100.3,1942,2,2,1942,2,2,90,0,0
1945-0020-CHN,1945,20,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Hebei province,,,6,Richter,39.5,119.0,1945,9,23,1945,9,23,17,30,0
1948-0033-CHN,1948,33,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan province,,,7,Richter,29.5,100.5,1948,5,25,1948,5,25,800,3200,0
1948-0034-CHN,1948,34,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,7,Richter,26.4,99.7,1948,6,27,1948,6,27,110,4000,0
1949-0029-CHN,1949,29,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Xinjiang province,,,7,Richter,42.0,84.0,1949,2,23,1949,2,23,21,5067,0
1951-0046-CHN,1951,46,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,Tsunami/Tidal wave,6,Richter,26.7,100.0,1951,8,19,1951,8,19,0,149450,0
1952-0040-CHN,1952,40,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Tibet (Xizang province),,,7,Richter,30.65,91.6,1952,8,17,1952,8,17,54,3870,0
1952-0041-CHN,1952,41,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,6,Richter,22.9,99.7,1952,12,8,1952,12,8,0,300,0
1952-0042-CRI,1952,42,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,,,,0,Richter,10.3,-83.5,1952,12,30,1952,12,30,29,0,0
1955-0057-CRI,1955,57,Geophysical,Earthquake,Ground movement,Costa Rica,CRI,Central America,Americas,,,,6,Richter,10.0,-84.5,1955,9,1,1955,9,1,10,0,0
1958-0047-COL,1958,47,Geophysical,Earthquake,Tsunami,Colombia,COL,South America,Americas,Colombia-Ecuador,,Tsunami/Tidal wave,8,Richter,1.5,-79.5,1958,1,19,1958,1,19,111,46,0
1967-0132-CHN,1967,132,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Sichuan province,,,6,Richter,30.2,104.1,1967,1,24,1967,1,24,0,2085,0
1967-0137-COL,1967,137,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,,,,7,Richter,6.75,-73.03,1967,7,29,1967,7,29,20,0,0
1967-0135-DZA,1967,135,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,Near Sig,,,5,Richter,35.5,-0.1,1967,7,13,1967,7,13,10,215,0
1972-0151-AFG,1972,151,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,"Sarsangi, Narin counties (Hindu Kush region)",,,6,Richter,36.28,69.68,1972,6,24,1972,6,24,11,15,0
1973-0147-CHN,1973,147,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Western Sichuan,,,7,Richter,31.4,100.58,1973,2,6,1973,2,6,0,840,0
1974-0170-COL,1974,170,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,"Bogota, Cali, Pereira",,,7,Richter,7.75,-77.69,1974,7,12,1974,7,12,11,0,0
2016-0483-SLB,2016,483,Geophysical,Earthquake,Ground movement,Solomon Islands,SLB,Melanesia,Oceania,"Malaita, Makira-Ulawa, Temotu provinces",,Tsunami/Tidal wave,8,Richter,-10.68,161.33,2016,12,8,2016,12,8,0,9770,0
2016-0329-TZA,2016,329,Geophysical,Earthquake,Ground movement,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Bukoba, Karagwe, Missenyi district (Kagera province)",,,6,Richter,1.04,31.62,2016,9,10,2016,9,10,17,139601,558466
2016-0329-UGA,2016,329,Geophysical,Earthquake,Ground movement,Uganda,UGA,Eastern Africa,Africa,"Minziro, Kanabulemu parish (Kakuuto district, Rakai province)",,,6,Richter,-1.04,31.62,2016,9,10,2016,9,10,4,590,0
2016-0493-USA,2016,493,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Cushing (Oklahoma),,,5,Richter,35.99,-96.8,2016,11,7,2016,11,7,0,120,24387
2018-0321-SLV,2018,321,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,Intipuca (La Union); Chirilagua (San Miguel),,,6,Richter,13.1,-88.1,2018,5,6,2018,5,6,0,2499,0
2018-0059-TWN,2018,59,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Hualian,,,6,Richter,24.14,121.66,2018,2,6,2018,2,6,84,285,116546
2019-0233-SLV,2019,233,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,San Martin municipality (San Salvador Department),,"Slide (land, mud, snow, rock)",7,Richter,13.24,-89.27,2019,5,30,2019,5,30,1,160,0
2019-0306-USA,2019,306,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Ridgecrest (Califronia),,,7,Richter,35.77,-117.6,2019,7,5,2019,7,5,0,150,228943
2019-0444-ALB,2019,444,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,"Durres, Tirana Counties",,,6,Richter,41.38,19.45,2019,9,21,2019,9,21,0,4608,51512
2019-0572-ALB,2019,572,Geophysical,Earthquake,Ground movement,Albania,ALB,Southern Europe,Europe,"Durres, Kruje, Tirana, Lezhe",,,6,Richter,41.51,19.52,2019,11,26,2019,11,26,51,202913,801300
2019-0520-CHN,2019,520,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Neijiang (Sichuan Province),,,5,Richter,29.57,105.06,2019,9,8,2019,9,8,1,15582,0
2019-0475-ECU,2019,475,Geophysical,Earthquake,Ground movement,Ecuador,ECU,South America,Americas,"Azuay, Manabi, Morona Sant",,,8,Richter,-2.2,-77.02,2019,2,22,2019,2,22,0,249,0
2020-0244-CHN,2020,244,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Qiaojia and Ludian (Yunnan province),,,5,Richter,27.3,103.28,2020,5,18,2020,5,18,4,3324,19223
2021-0002-ARG,2021,2,Geophysical,Earthquake,Ground movement,Argentina,ARG,South America,Americas,San Juan Province,,,6,Richter,-31.82,-68.85,2021,1,18,2021,1,18,0,1814,0
2021-0225-BTN,2021,225,Geophysical,Earthquake,Ground movement,Bhutan,BTN,Southern Asia,Asia,Samdrup Jongkhar District,,,6,Richter,26.78,92.46,2021,4,28,2021,4,28,0,502,0
2021-0201-CHN,2021,201,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Xinjiang Uygur Autonomous Region,,,5,Richter,41.82,81.16,2021,3,24,2021,3,24,3,195,135003
2021-0293-CHN,2021,293,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Yanbi, Yongping (Yunnan province)",,,6,Richter,25.76,100.01,2021,5,21,2021,5,21,3,39028,557294
2021-0587-CHN,2021,587,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Lu County, Sichuan Province",,,5,Richter,29.18,105.39,2021,9,16,2021,9,16,3,24395,270007
2021-0758-ECU,2021,758,Geophysical,Earthquake,Ground movement,Ecuador,ECU,South America,Americas,,,,7,Richter,-4.49,-76.85,2021,11,28,2021,11,28,0,39,0
2022-0027-AFG,2022,27,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Qadis (Badghis province) Ghor and Hirat provinces,,,5,Richter,34.93,63.62,2022,1,17,2022,1,17,28,4004,0
2022-0045-CHN,2022,45,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Haibei, QingHai, Zhangye, Gansu, Ningxia, Qinghai Province",,,7,Richter,37.83,101.29,2022,1,8,2022,1,8,0,26499,541000
1903-0016-IRN,1903,16,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Kashmar,,,7,Richter,35.2,58.2,1903,9,25,1903,9,25,350,0,0
1903-0014-ISR,1903,14,Geophysical,Earthquake,Ground movement,Israel,ISR,Western Asia,Asia,Nabulus,,,6,Richter,32.2,35.3,1903,3,30,1903,3,30,20,0,0
1904-0008-GRC,1904,8,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,"Samos, Patmos",,,6,Richter,37.75,27.0,1904,8,11,1904,8,11,4,1620,0
1905-0009-JPN,1905,9,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Aki,,,8,Richter,34.0,132.0,1905,6,2,1905,6,2,11,177,0
1909-0021-JPN,1909,21,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Oomi,,Tsunami/Tidal wave,7,Richter,35.4,136.3,1909,8,14,1909,8,14,41,2928,0
1909-0022-PAK,1909,22,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,,,,7,Richter,30.0,68.0,1909,10,21,1909,10,21,231,0,0
1911-0022-IRN,1911,22,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Ravar,,,7,Richter,32.23,57.03,1911,4,18,1911,4,18,700,0,0
1911-0024-JPN,1911,24,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Ryukyu Islands,,,8,Richter,28.0,130.0,1911,6,15,1911,6,15,12,1266,0
1911-0020-KAZ,1911,20,Geophysical,Earthquake,Ground movement,Kazakhstan,KAZ,Central Asia,Asia,"Alma-Ata, Turkestan",,,8,Richter,43.5,77.5,1911,1,4,1911,1,4,450,0,0
1911-0023-MEX,1911,23,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Michoacan,,,8,Richter,17.5,-102.5,1911,6,7,1911,6,7,45,22,0
1913-0027-IDN,1913,27,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Sangihe Isl.,,Tsunami/Tidal wave,8,Richter,5.35,126.12,1913,3,14,1913,3,14,138,0,0
1914-0030-GRC,1914,30,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Leukas Isl.,,Tsunami/Tidal wave,6,Richter,38.8,20.6,1914,11,27,1914,11,27,14,0,0
1914-0028-ITA,1914,28,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,"Catania, Etna",,,5,Richter,37.7,15.2,1914,5,8,1914,5,8,120,669,0
1914-0031-PER,1914,31,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Pararca, Paysa, Colta, Oyala",,,0,Richter,-15.2,-73.2,1914,12,2,1914,12,2,34,0,0
1920-0017-MEX,1920,17,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Veracruz, Cozaultlan, Puebla, Patlanala",,,8,Richter,19.26,-96.97,1920,1,3,1920,1,3,648,167,0
1922-0015-JPN,1922,15,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Kyushu,,,0,Richter,32.7,130.3,1922,12,8,1922,12,8,27,0,0
1923-0025-IRN,1923,25,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Qaleh Jaq Kmen, Bodzhnurd",,,6,Richter,36.62,57.05,1923,9,17,1923,9,17,157,0,0
1923-0026-IRN,1923,26,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sirjan,,,7,Richter,29.2,56.83,1923,9,23,1923,9,23,290,0,0
1924-0012-IDN,1924,12,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Java,,,0,Richter,-7.3,109.8,1924,11,12,1924,11,12,60,0,0
1925-0010-PHL,1925,10,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,W. Luzo Isl.,,Tsunami/Tidal wave,7,Richter,9.78,123.06,1925,8,7,1925,8,7,17,0,0
1925-0015-IRN,1925,15,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bajestan,,,6,Richter,34.6,58.1,1925,12,14,1925,12,14,500,0,0
1925-0011-JPN,1925,11,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Tajima (Honshu),,,7,Richter,35.42,135.01,1925,5,23,1925,5,23,395,9999,0
1930-0033-ITA,1930,33,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Senigalia,,,6,Richter,43.67,13.27,1930,10,30,1930,10,30,18,0,0
1930-0030-MMR,1930,30,Geophysical,Earthquake,Ground movement,Myanmar,MMR,South-Eastern Asia,Asia,Tharrawaddy,,,0,Richter,17.4,95.5,1930,7,18,1930,7,18,50,0,0
1930-0028-NIC,1930,28,Geophysical,Earthquake,Ground movement,Nicaragua,NIC,Central America,Americas,Managua,,,0,Richter,12.1,-86.2,1930,3,31,1930,3,31,1000,0,262194
1932-0020-GRC,1932,20,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Hierissos-Strantonion (Chalkidiki),,Tsunami/Tidal wave,7,Richter,40.5,23.9,1932,9,26,1932,9,26,151,22641,0
1932-0019-IDN,1932,19,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon Isl., Ceram Isl.",,Tsunami/Tidal wave,0,Richter,-3.57,128.35,1932,9,9,1932,9,9,0,365,0
1932-0017-MEX,1932,17,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Near coast of Jalisco,,Tsunami/Tidal wave,8,Richter,19.5,-104.25,1932,6,3,1932,6,3,400,120,0
1932-0018-MEX,1932,18,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Central,,Tsunami/Tidal wave,7,Richter,19.0,-104.5,1932,6,22,1932,6,22,0,2000,0
1932-0016-IRN,1932,16,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Torbet-I-Kheydarly,,,5,Richter,36.6,53.4,1932,5,20,1932,5,20,1070,0,0
1933-0027-ITA,1933,27,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Central,,,0,Richter,42.0,14.2,1933,9,26,1933,9,26,10,0,0
1935-0029-IRN,1935,29,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Alborz,,,6,Richter,36.3,53.3,1935,3,5,1935,3,5,60,0,0
