Dis No,Year,Seq,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damages Adj
1935-0030-IRN,1935,30,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kevsut, Alborz, Sari",,,6,Richter,36.3,53.5,1935,4,12,1935,4,12,690,0,0
1936-0028-IDN,1936,28,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Talaud Isl.,,Tsunami/Tidal wave,8,Richter,4.5,126.5,1936,4,1,1936,4,1,0,845,0
1936-0029-IRN,1936,29,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Abiz, Sarbisheh",,,6,Richter,33.0,60.0,1936,6,30,1936,6,30,12,0,0
1937-0024-PHL,1937,24,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,Tsunami/Tidal wave,8,Richter,14.58,121.68,1937,8,20,1937,8,20,1,200,0
1937-0022-MEX,1937,22,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Esperanza, Veracruz",,,8,Richter,18.8,-97.5,1937,7,25,1937,7,25,34,0,0
1939-0026-JPN,1939,26,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Honshu,,Tsunami/Tidal wave,7,Richter,39.94,139.68,1939,5,1,1939,5,1,27,1489,0
1939-0027-PER,1939,27,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Pomacanchi,,,0,Richter,-12.5,-72.0,1939,6,23,1939,6,23,37,0,0
1941-0030-IRN,1941,30,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Mohammadabad,,,6,Richter,33.48,58.78,1941,2,16,1941,2,16,730,0,0
1942-0039-PER,1942,39,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Ica, Nazca",,Tsunami/Tidal wave,8,Richter,-14.82,-74.71,1942,8,24,1942,8,24,30,25,0
1944-0045-IRN,1944,45,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Gorgan,,,5,Richter,36.8,54.5,1944,4,5,1944,4,5,20,0,0
1945-0018-IRN,1945,18,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Garmsar, Kerand, Bankuh",,,0,Richter,35.2,52.1,1945,5,11,1945,5,11,20,0,0
1947-0028-GRC,1947,28,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Pylia (Messinia),,Tsunami/Tidal wave,8,Richter,36.73,21.9,1947,10,6,1947,10,6,3,35020,0
1948-0032-GRC,1948,32,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Vasiliki (Leukas),,Tsunami/Tidal wave,7,Richter,38.53,20.42,1948,4,22,1948,4,22,2,11375,0
1950-0036-IDN,1950,36,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Gresik (Java),,,7,Richter,-6.0,113.0,1950,6,19,1950,6,19,16,50,0
1950-0034-IRN,1950,34,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bushire,,,0,Richter,27.3,53.2,1950,1,19,1950,1,19,20,0,0
1952-0038-JPN,1952,38,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hokkaido,,,7,Richter,41.83,143.52,1952,3,10,1952,3,10,0,356,0
1953-0063-IRN,1953,63,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Goder,,,0,Richter,28.5,52.3,1953,1,16,1953,1,16,11,0,0
1954-0073-GRC,1954,73,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,,,,0,Richter,39.8,22.1,1954,4,20,1954,4,20,25,0,0
1955-0056-GRC,1955,56,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Drakia-Agria (Magnesia),,Tsunami/Tidal wave,0,Richter,39.4,23.1,1955,4,19,1955,4,19,8,26582,0
1955-0055-PAK,1955,55,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Quetta,,,0,Richter,30.5,67.0,1955,2,19,1955,2,19,12,0,0
1961-0060-IRN,1961,60,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Dehkuyeh, Khaneh, Lar, Shagheb, Nokhriz",,,6,Richter,27.86,54.53,1961,6,11,1961,6,11,60,0,0
1961-0061-JPN,1961,61,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Honshu,,,7,Richter,36.0,136.7,1961,8,19,1961,8,19,10,0,0
1965-0108-GRC,1965,108,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Southern,,,6,Richter,37.7,21.8,1965,4,5,1965,4,5,32,200,0
1965-0107-IRN,1965,107,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,North West,,,5,Richter,37.6,47.1,1965,2,10,1965,2,10,20,0,0
1966-0143-IND,1966,143,Geophysical,Earthquake,Ground movement,India,IND,Southern Asia,Asia,North,,,6,Richter,28.7,78.9,1966,8,15,1966,8,15,15,0,0
1967-0134-IDN,1967,134,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Malaysia brder; North Sumatera, Malay Peninsula",,Tsunami/Tidal wave,7,Richter,5.12,96.29,1967,4,12,1967,4,12,14,10000,0
1968-0143-IRN,1968,143,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Ferdow,,,7,Richter,34.0,58.2,1968,9,1,1968,9,1,700,0,0
1968-0142-MEX,1968,142,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Oaxaca, Guerrero",,,7,Richter,16.52,-97.74,1968,8,2,1968,8,2,18,0,20193
1969-0156-EGY,1969,156,Geophysical,Earthquake,Ground movement,Egypt,EGY,Northern Africa,Africa,"Beni-Souef, Al-Qahirah (Cairo)",,Tsunami/Tidal wave,7,Richter,27.58,33.9,1969,3,31,1969,3,31,2,551,0
1969-0155-MAR,1969,155,Geophysical,Earthquake,Ground movement,Morocco,MAR,Northern Africa,Africa,,,,8,Richter,36.03,-10.61,1969,2,28,1969,2,28,11,0,0
1970-0133-PER,1970,133,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Panao, Chaclla, Quero, Ayllamarca, La Linda",,,5,Richter,-9.9,-75.6,1970,2,14,1970,2,14,12,0,0
1971-0140-IDN,1971,140,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Buaran, Bantar Kawsun, Jipang (Java)",,,5,Richter,-7.2,109.1,1971,6,16,1971,6,16,1,6891,0
1972-0150-ITA,1972,150,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Ancona,,,4,Richter,43.8,13.3,1972,6,21,1972,6,21,2,0,2099556
1973-0150-JPN,1973,150,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hokkaido Isl.,,Tsunami/Tidal wave,8,Richter,43.23,145.78,1973,6,17,1973,6,17,0,27,32957
1974-0169-PER,1974,169,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Lima, Vauyos",,,6,Richter,-12.3,-76.35,1974,1,5,1974,1,5,10,0,0
1976-0196-ITA,1976,196,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Northeastern,,,0,Richter,46.3,13.2,1976,9,15,1976,9,15,11,0,0
1982-0410-MEX,1982,410,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Chiapas,,Volcanic activity,4,Richter,17.25,-93.21,1982,3,27,1982,3,27,10,200,0
2019-0377-IDN,2019,377,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Pandeglang (Banten Province); Bandar Lampung (Lampung Province),,,7,Richter,-7.28,104.79,2019,8,2,2019,8,2,6,2104,0
2019-0451-IDN,2019,451,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon, Nusaniwe, Sirimau, Baguala, Teluk ambon, Leitimur Selatan distrcits (Maluku Province)",,,7,Richter,-3.45,128.35,2019,9,26,2019,9,26,31,247418,0
2019-0553-IRN,2019,553,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Varnakesh village (Mianeh County); Torkamanchay City (Mianeh County) - East Azerbaijan Province,,,6,Richter,37.81,47.56,2019,11,8,2019,11,8,6,23084,103024
2019-0460-PAK,2019,460,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Mirpur district (Southern Azad Jammu and Kashmir Territory),,,6,Richter,33.11,73.77,2019,9,24,2019,9,24,39,130398,19460
2019-0356-PHL,2019,356,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Cantilan, Carmen, Carrascal, Lanuza, Madrid (Surigao del Sur)",,,6,Richter,9.32,125.99,2019,7,13,2019,7,13,0,9577,0
2019-0362-PHL,2019,362,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,Itbayat Island (Batanes Province),,,6,Richter,20.81,121.99,2019,7,27,2019,7,27,9,3027,6019
2019-0489-PHL,2019,489,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,North Cotabato Province (Mindanao Island),,,6,Richter,6.71,125.01,2019,10,16,2019,10,16,7,3283,0
2019-0522-PHL,2019,522,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,Davao del Sur and South Cotabato provinces; North Cotabato Province (Mindanao Island),,,7,Richter,6.75,124.98,2019,10,29,2019,10,29,10,26025,0
2020-0466-GRC,2020,466,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Samos,,,7,Richter,37.91,26.78,2020,10,30,2020,10,30,2,919,0
2020-0106-HRV,2020,106,Geophysical,Earthquake,Ground movement,Croatia,HRV,Southern Europe,Europe,Zagreb,,,5,Richter,45.9,15.97,2020,3,22,2020,3,22,1,78942,7689208
2020-0572-HRV,2020,572,Geophysical,Earthquake,Ground movement,Croatia,HRV,Southern Europe,Europe,"Sisak, Petrinja, Glina, Hrvatska Kostajnica, Zagreb county, Karlovac county",,,6,Richter,45.42,16.26,2020,12,29,2020,12,29,8,149407,7037208
2020-0225-IDN,2020,225,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"South Morotai, East Morotai, North Morotai, Morotai Jaya, South West Morotai, Rau Island (Bau Island)",,,6,Richter,2.91,128.25,2020,6,4,2020,6,4,0,1560,0
2020-0073-IRN,2020,73,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Azerbaidjan-Occidental province,,,6,Richter,38.54,44.45,2020,2,23,2020,2,23,0,15075,0
2020-0281-MEX,2020,281,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,South Oaxaca State (Mexico),,,7,Richter,15.92,-95.95,2020,6,23,2020,6,23,10,24393,84807
2021-0003-IDN,2021,3,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Mamuju, Majene, Polewali Mandar districts (West Sulawesi Province)",,"Slide (land, mud, snow, rock)",6,Richter,-2.98,118.9,2021,1,15,2021,1,15,110,100653,63398
2021-0654-PAK,2021,654,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Hernai district i(Balochistan),,"Slide (land, mud, snow, rock)",6,Richter,30.22,68.01,2021,10,7,2021,10,7,21,64100,0
2021-0323-IDN,2021,323,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Tehoru (Central Maluku Regency, south of Maluku Islands)",,Tsunami/Tidal wave,6,Richter,-3.59,129.5,2021,6,16,2021,6,16,0,750,0
2021-0602-MEX,2021,602,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Southern Guerrero State,,Tsunami/Tidal wave,7,Richter,16.98,-99.77,2021,9,8,2021,9,8,3,21951,216006
2021-0134-GRC,2021,134,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,"Larissa, Elassona (Larisis) , Tyrnavos (Larisis) , Farkadona (Trikalon) (Thessalie)",,,6,Richter,39.79,22.12,2021,3,3,2021,3,3,0,2711,10800
2021-0627-GRC,2021,627,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,"Arkalochori, Archontiko, Roussochoria, Patsideros, Heraklion, Minoa Pediadas",,,6,Richter,35.25,25.26,2021,9,27,2021,9,27,1,2336,32401
2021-0511-HTI,2021,511,Geophysical,Earthquake,Ground movement,Haiti,HTI,Caribbean,Americas,"Nippe, Grand Anse and the Sud departments",,,7,Richter,18.41,-73.47,2021,8,14,2021,8,14,2575,702763,1749722
2021-0200-IDN,2021,200,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,East Java region,,,6,Richter,-8.56,112.52,2021,4,11,2021,4,11,9,5979,0
2021-0720-IDN,2021,720,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Karangasem and Bangli Regencies (Bali),,,5,Richter,-8.36,115.46,2021,10,16,2021,10,16,3,4532,0
2021-0225-IND,2021,225,Geophysical,Earthquake,Ground movement,India,IND,Southern Asia,Asia,"Kamrup and Nagaon (Sonitpur District, northern Assam State)",,,6,Richter,26.78,92.46,2021,4,28,2021,4,28,2,3010,0
2021-0215-IRN,2021,215,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bouchehr province,,,6,Richter,29.79,50.67,2021,4,18,2021,4,18,0,3543,0
2021-0738-IRN,2021,738,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bandar Abbas County (central Hormozgan Province),,,6,Richter,27.72,56.06,2021,11,14,2021,11,14,1,36588,178205
2021-0105-JPN,2021,105,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Namie region,,,7,Richter,37.74,141.75,2021,2,13,2021,2,13,1,7892,8316216
2021-0194-JPN,2021,194,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Honshu Island,,,7,Richter,38.48,141.63,2021,3,20,2021,3,20,0,611,594015
2021-0829-LAO,2021,829,Geophysical,Earthquake,Ground movement,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Phongsaly province,,,6,Richter,22.37,101.67,2021,12,24,2021,12,24,0,0,130
2021-0758-PER,2021,758,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Condorcanqui, Rodriguez de Mendoza, Bongara, Luya, Chachapoyas, Bagua, Utcubamba (Amazonas); Cajamarca, San Marcos, Cutervo, San Ignacio, Celendïn, San Miguel, Jaen, Chota (Cajamarca); Alto Amazonas, Datem del Maranon (Loreto); San Martin, Moyobamba, Picota, Rioja, Lamas, Dorado, Huallaga, Bellavista, Mariscal Caceres (San Martin); Sihuas (Ancash); Huanuco; Julcan, Bolivar, Otuzco (La Libertad); Lambayeque, Chiclayo, Ferrenafe (Lambayeque); Huancabamba, Piura, Ayabaca (Piura); Huanuco, Dos de Mayo, Yarowilca (Huanuco); Pasco, Daniel Alcides Carrion (Pasco)",,,7,Richter,-4.49,-76.85,2021,11,28,2021,11,28,0,17912,0
2022-0092-GTM,2022,92,Geophysical,Earthquake,Ground movement,Guatemala,GTM,Central America,Americas,"Escuintla, Baja Verapaz, Chimaltenango, Guatemala, Quetzaltenango, Sacatepequez, Solola, Suchitepequez and Totonicapan departments",,,6,Richter,14.23,-91.34,2022,2,16,2022,2,16,3,31302,0
2022-0057-HTI,2022,57,Geophysical,Earthquake,Ground movement,Haiti,HTI,Caribbean,Americas,Nippes Department,,,5,Richter,18.49,-73.3,2022,1,24,2022,1,24,2,1017,0
2022-0042-IDN,2022,42,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Banten, Jawa Barat",,,7,Richter,-6.86,105.29,2022,1,14,2022,1,14,0,15390,23000
2022-0115-IDN,2022,115,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Pasaman Regency, West Pasaman Regency (West Sumatra Province)",,,6,Richter,0.22,100.1,2022,2,25,2022,2,25,15,24903,39000
2022-0153-JPN,2022,153,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Fukushima Prefecture,,,7,Richter,37.7,141.59,2022,3,16,2022,3,16,3,741,8800000
2022-0079-PER,2022,79,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Barranca District (Datem del Maranon Province),,,7,Richter,-4.47,-76.93,2022,2,3,2022,2,3,0,300,0
1900-0009-TUR,1900,9,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"KARS,KARAKURT,KAGIZMAN,DIGOR",,,6,Richter,40.3,43.1,1900,7,12,1900,7,12,140,0,0
1902-0013-SUN,1902,13,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Semacha (Azerbaijan),,,7,Richter,40.7,48.6,1902,2,13,1902,2,13,86,17540,0
1903-0013-TUR,1903,13,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,,,,0,Richter,39.1,42.4,1903,4,19,1903,4,19,1700,0,0
1903-0015-TUR,1903,15,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"VARGINIS,CARDAHLI,MEHKEREK",,,6,Richter,40.9,42.7,1903,5,28,1903,5,28,1000,0,0
1904-0007-TWN,1904,7,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Jiayi,,,6,Richter,23.5,120.5,1904,4,24,1904,4,24,3,208,0
1904-0009-TWN,1904,9,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Jiayi,,,6,Richter,23.5,120.3,1904,11,6,1904,11,6,145,2141,0
1906-0028-TWN,1906,28,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Jiayi,,,7,Richter,23.4,120.4,1906,4,13,1906,4,13,15,5466,0
1909-0019-PRT,1909,19,Geophysical,Earthquake,Ground movement,Portugal,PRT,Southern Europe,Europe,"Ribatejo, Benavente",,,7,Richter,38.9,-8.8,1909,4,23,1909,4,23,30,0,0
1909-0018-TWN,1909,18,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Tapei,,,7,Richter,25.0,121.5,1909,4,15,1909,4,15,9,417,0
1910-0023-TWN,1910,23,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,8,Richter,25.5,122.5,1910,4,12,1910,4,12,60,0,0
1911-0021-SUN,1911,21,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,"Usoy, Barchidiv, Posor, Nisur (Tajikistan)",,,7,Richter,38.2,72.8,1911,2,18,1911,2,18,90,0,0
1914-0029-TUR,1914,29,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Burdur, Kilinc, Keciborlu, Isparta",,,7,Richter,37.82,30.27,1914,10,4,1914,10,4,4000,51700,0
1916-0015-TWN,1916,15,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,7,Richter,23.7,120.9,1916,8,28,1916,8,28,180,1842,0
1916-0016-TWN,1916,16,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,6,Richter,24.0,121.0,1916,11,15,1916,11,15,1,311,0
1917-0021-TWN,1917,21,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Puli,,,6,Richter,23.9,120.9,1917,1,5,1917,1,5,54,475,0
1922-0014-TWN,1922,14,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,Tsunami/Tidal wave,8,Richter,24.5,122.0,1922,9,2,1922,9,2,5,417,0
1924-0009-TUR,1924,9,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Erzurum,,,5,Richter,39.7,42.8,1924,5,13,1924,5,13,50,0,0
1924-0011-TUR,1924,11,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Erzurum,,,7,Richter,39.9,41.89,1924,9,13,1924,9,13,60,1140,0
1925-0009-TUR,1925,9,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Ardahan,,,6,Richter,41.2,42.8,1925,1,9,1925,1,9,200,0,0
1925-0013-TUR,1925,13,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Dinar,,,6,Richter,38.0,30.5,1925,8,7,1925,8,7,3,6129,0
1930-0032-SUN,1930,32,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Dushanbe (Tajikistan),,,6,Richter,38.4,68.5,1930,9,22,1930,9,22,151,208,0
1930-0036-TWN,1930,36,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Tainan,,,6,Richter,23.26,120.28,1930,12,8,1930,12,8,4,891,0
1930-0037-TWN,1930,37,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Tainan,,,6,Richter,23.2,120.6,1930,12,22,1930,12,22,0,363,0
1934-0020-TUR,1934,20,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Diyarbakir (Kurdistan),,,0,Richter,37.92,40.21,1934,11,27,1934,11,27,100,0,0
1934-0021-TUR,1934,21,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Diyarbakir (Kurdistan),,,0,Richter,37.92,40.21,1934,12,15,1934,12,15,20,0,0
1935-0031-TUR,1935,31,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Kigi,,,6,Richter,39.3,40.6,1935,5,1,1935,5,1,540,0,0
1936-0034-SLV,1936,34,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,San Vicente,,,0,Richter,13.2,-88.7,1936,12,19,1936,12,19,400,0,0
1936-0033-TWN,1936,33,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,7,Richter,22.3,120.8,1936,8,22,1936,8,22,10,75,0
1940-0033-TUR,1940,33,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Cis,,,6,Richter,41.7,43.8,1940,5,8,1940,5,8,16,0,0
1941-0032-TUR,1941,32,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Van, Ercis",,,6,Richter,39.5,43.3,1941,9,11,1941,9,11,430,0,0
1941-0034-TUR,1941,34,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Erzincan,,,6,Richter,39.7,39.4,1941,11,12,1941,11,12,15,0,0
1941-0035-TWN,1941,35,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,7,Richter,23.3,120.39,1941,12,17,1941,12,17,319,5304,0
1942-0043-TUR,1942,43,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,,,,6,Richter,39.2,28.2,1942,11,15,1942,11,15,16,0,0
1942-0044-TUR,1942,44,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Kastomonu, Kargi",,,0,Richter,40.3,34.6,1942,11,21,1942,11,21,17,0,0
1943-0051-TUR,1943,51,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Hendek,,,7,Richter,40.8,30.5,1943,1,20,1943,1,20,285,0,0
1943-0054-TUR,1943,54,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Hundek, Adapazari",,,6,Richter,40.6,30.5,1943,6,20,1943,6,20,285,0,0
1943-0055-TUR,1943,55,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Anatolia,,,0,Richter,40.0,40.0,1943,12,5,1943,12,5,550,0,0
1943-0052-YUG,1943,52,Geophysical,Earthquake,Ground movement,Yugoslavia,YUG,Southern Europe,Europe,Bosnia-Herzegovina,,,0,Richter,44.3,17.0,1943,1,29,1943,1,29,19,0,0
1944-0046-TUR,1944,46,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Usak,,,6,Richter,38.9,29.3,1944,6,25,1944,6,25,21,0,0
1945-0017-TUR,1945,17,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Aelana, Veyhan, Adana",,,6,Richter,37.4,35.8,1945,3,20,1945,3,20,300,0,0
1945-0019-TUR,1945,19,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Van, Bolgesi",,,0,Richter,38.5,43.3,1945,7,29,1945,7,29,300,0,0
1946-0028-TUR,1946,28,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"IIgin, Konya",,,6,Richter,38.2,31.8,1946,2,21,1946,2,21,12,0,0
1946-0029-TWN,1946,29,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,7,Richter,26.19,121.09,1946,12,5,1946,12,5,58,3884,0
1950-0035-TUR,1950,35,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,,,,0,Richter,40.0,40.0,1950,2,4,1950,2,4,20,0,0
1951-0043-PNG,1951,43,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,,,,0,Richter,-9.3,147.1,1951,2,18,1951,2,18,3000,0,0
1951-0044-TWN,1951,44,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,7,Richter,23.8,121.7,1951,10,22,1951,10,22,68,12496,0
1951-0045-TWN,1951,45,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,8,Richter,22.9,121.5,1951,11,25,1951,11,25,17,250,0
